"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SWE","SUICIDE","WOMEN","100000PER","A","2008",6.7,
"SWE","SUICIDE","WOMEN","100000PER","A","2009",7.5,
"SWE","SUICIDE","WOMEN","100000PER","A","2010",6.3,
"SWE","SUICIDE","WOMEN","100000PER","A","2011",6.7,
"SWE","SUICIDE","WOMEN","100000PER","A","2012",6.9,
"SWE","SUICIDE","WOMEN","100000PER","A","2013",7.4,
"SWE","SUICIDE","WOMEN","100000PER","A","2014",7.4,
"SWE","SUICIDE","WOMEN","100000PER","A","2015",6.7,
"SWE","SUICIDE","WOMEN","100000PER","A","2016",7,
"SWE","SUICIDE","WOMEN","100000PER","A","2017",6.9,
"SWE","SUICIDE","WOMEN","100000PER","A","2018",7.6,
"CHE","SUICIDE","MEN","100000PER","A","1960",34.1,
"CHE","SUICIDE","MEN","100000PER","A","1961",32.3,
"CHE","SUICIDE","MEN","100000PER","A","1962",33.4,
"CHE","SUICIDE","MEN","100000PER","A","1963",30.9,
"CHE","SUICIDE","MEN","100000PER","A","1964",29.1,
"CHE","SUICIDE","MEN","100000PER","A","1965",35.2,
"CHE","SUICIDE","MEN","100000PER","A","1966",33.4,
"CHE","SUICIDE","MEN","100000PER","A","1967",32.5,
"CHE","SUICIDE","MEN","100000PER","A","1968",30.9,
"CHE","SUICIDE","MEN","100000PER","A","1969",30.3,"B"
"CHE","SUICIDE","MEN","100000PER","A","1970",33.9,
"CHE","SUICIDE","MEN","100000PER","A","1971",31.5,
"CHE","SUICIDE","MEN","100000PER","A","1972",33.7,
"CHE","SUICIDE","MEN","100000PER","A","1973",33.1,
"CHE","SUICIDE","MEN","100000PER","A","1974",35.2,
"CHE","SUICIDE","MEN","100000PER","A","1975",37.7,
"CHE","SUICIDE","MEN","100000PER","A","1976",37.2,
"CHE","SUICIDE","MEN","100000PER","A","1977",38.6,
"CHE","SUICIDE","MEN","100000PER","A","1978",38.8,
"CHE","SUICIDE","MEN","100000PER","A","1979",38,
"CHE","SUICIDE","MEN","100000PER","A","1980",40.7,
"CHE","SUICIDE","MEN","100000PER","A","1981",37.6,
"CHE","SUICIDE","MEN","100000PER","A","1982",38,
"CHE","SUICIDE","MEN","100000PER","A","1983",39.9,
"CHE","SUICIDE","MEN","100000PER","A","1984",38.6,
"CHE","SUICIDE","MEN","100000PER","A","1985",38.3,
"CHE","SUICIDE","MEN","100000PER","A","1986",35.4,
"CHE","SUICIDE","MEN","100000PER","A","1987",38,
"CHE","SUICIDE","MEN","100000PER","A","1988",34.3,
"CHE","SUICIDE","MEN","100000PER","A","1989",34.9,
"CHE","SUICIDE","MEN","100000PER","A","1990",34.2,
"CHE","SUICIDE","MEN","100000PER","A","1991",37.1,
"CHE","SUICIDE","MEN","100000PER","A","1992",33.4,
"CHE","SUICIDE","MEN","100000PER","A","1993",32.1,
"CHE","SUICIDE","MEN","100000PER","A","1994",33.8,
"CHE","SUICIDE","MEN","100000PER","A","1995",32.3,"B"
"CHE","SUICIDE","MEN","100000PER","A","1996",31.5,
"CHE","SUICIDE","MEN","100000PER","A","1997",29.7,
"CHE","SUICIDE","MEN","100000PER","A","1998",31.3,
"CHE","SUICIDE","MEN","100000PER","A","1999",28.4,
"CHE","SUICIDE","MEN","100000PER","A","2000",29.5,
"CHE","SUICIDE","MEN","100000PER","A","2001",28.5,
"CHE","SUICIDE","MEN","100000PER","A","2002",29,
"CHE","SUICIDE","MEN","100000PER","A","2003",25,
"CHE","SUICIDE","MEN","100000PER","A","2004",25,
"CHE","SUICIDE","MEN","100000PER","A","2005",25.9,
"CHE","SUICIDE","MEN","100000PER","A","2006",24.4,
"CHE","SUICIDE","MEN","100000PER","A","2007",25.9,
"CHE","SUICIDE","MEN","100000PER","A","2008",23.6,
"CHE","SUICIDE","MEN","100000PER","A","2009",21.8,
"CHE","SUICIDE","MEN","100000PER","A","2010",18.7,
"CHE","SUICIDE","MEN","100000PER","A","2011",19.4,
"CHE","SUICIDE","MEN","100000PER","A","2012",19,
"CHE","SUICIDE","MEN","100000PER","A","2013",19.6,
"CHE","SUICIDE","MEN","100000PER","A","2014",18.4,
"CHE","SUICIDE","MEN","100000PER","A","2015",19.1,
"CHE","SUICIDE","MEN","100000PER","A","2016",17.9,
"CHE","SUICIDE","MEN","100000PER","A","2017",18,
"CHE","SUICIDE","MEN","100000PER","A","2018",16.5,
"CHE","SUICIDE","MEN","100000PER","A","2019",16.9,
"CHE","SUICIDE","MEN","100000PER","A","2020",15.7,
"CHE","SUICIDE","WOMEN","100000PER","A","1960",11.8,
"CHE","SUICIDE","WOMEN","100000PER","A","1961",12.1,
"CHE","SUICIDE","WOMEN","100000PER","A","1962",11.8,
"CHE","SUICIDE","WOMEN","100000PER","A","1963",10.4,
"CHE","SUICIDE","WOMEN","100000PER","A","1964",11.3,
"CHE","SUICIDE","WOMEN","100000PER","A","1965",10.8,
"CHE","SUICIDE","WOMEN","100000PER","A","1966",11.5,
"CHE","SUICIDE","WOMEN","100000PER","A","1967",10,
"CHE","SUICIDE","WOMEN","100000PER","A","1968",10.9,
"CHE","SUICIDE","WOMEN","100000PER","A","1969",10.8,"B"
"CHE","SUICIDE","WOMEN","100000PER","A","1970",11.4,
"CHE","SUICIDE","WOMEN","100000PER","A","1971",12.7,
"CHE","SUICIDE","WOMEN","100000PER","A","1972",12.5,
"CHE","SUICIDE","WOMEN","100000PER","A","1973",12,
"CHE","SUICIDE","WOMEN","100000PER","A","1974",13.5,
"CHE","SUICIDE","WOMEN","100000PER","A","1975",14,
"CHE","SUICIDE","WOMEN","100000PER","A","1976",13.4,
"CHE","SUICIDE","WOMEN","100000PER","A","1977",15.2,
"CHE","SUICIDE","WOMEN","100000PER","A","1978",15.1,
"CHE","SUICIDE","WOMEN","100000PER","A","1979",16.2,
"CHE","SUICIDE","WOMEN","100000PER","A","1980",15.6,
"CHE","SUICIDE","WOMEN","100000PER","A","1981",14.9,
"CHE","SUICIDE","WOMEN","100000PER","A","1982",15,
"CHE","SUICIDE","WOMEN","100000PER","A","1983",14.5,
"CHE","SUICIDE","WOMEN","100000PER","A","1984",14.4,
"CHE","SUICIDE","WOMEN","100000PER","A","1985",15.5,
"CHE","SUICIDE","WOMEN","100000PER","A","1986",13.4,
"CHE","SUICIDE","WOMEN","100000PER","A","1987",13.6,
"CHE","SUICIDE","WOMEN","100000PER","A","1988",12.9,
"CHE","SUICIDE","WOMEN","100000PER","A","1989",13.2,
"CHE","SUICIDE","WOMEN","100000PER","A","1990",12.7,
"CHE","SUICIDE","WOMEN","100000PER","A","1991",11.7,
"CHE","SUICIDE","WOMEN","100000PER","A","1992",10.8,
"CHE","SUICIDE","WOMEN","100000PER","A","1993",11.4,
"CHE","SUICIDE","WOMEN","100000PER","A","1994",12.2,
"CHE","SUICIDE","WOMEN","100000PER","A","1995",11.2,"B"
"CHE","SUICIDE","WOMEN","100000PER","A","1996",11.6,
"CHE","SUICIDE","WOMEN","100000PER","A","1997",10.1,
"CHE","SUICIDE","WOMEN","100000PER","A","1998",9.7,
"CHE","SUICIDE","WOMEN","100000PER","A","1999",9.8,
"CHE","SUICIDE","WOMEN","100000PER","A","2000",10.6,
"CHE","SUICIDE","WOMEN","100000PER","A","2001",10.2,
"CHE","SUICIDE","WOMEN","100000PER","A","2002",11.9,
"CHE","SUICIDE","WOMEN","100000PER","A","2003",10.6,
"CHE","SUICIDE","WOMEN","100000PER","A","2004",10.8,
"CHE","SUICIDE","WOMEN","100000PER","A","2005",9.9,
"CHE","SUICIDE","WOMEN","100000PER","A","2006",10.9,
"CHE","SUICIDE","WOMEN","100000PER","A","2007",10.6,
"CHE","SUICIDE","WOMEN","100000PER","A","2008",10.8,
"CHE","SUICIDE","WOMEN","100000PER","A","2009",6.7,
"CHE","SUICIDE","WOMEN","100000PER","A","2010",6.8,
"CHE","SUICIDE","WOMEN","100000PER","A","2011",6.5,
"CHE","SUICIDE","WOMEN","100000PER","A","2012",6.6,
"CHE","SUICIDE","WOMEN","100000PER","A","2013",6.5,
"CHE","SUICIDE","WOMEN","100000PER","A","2014",6.2,
"CHE","SUICIDE","WOMEN","100000PER","A","2015",6.2,
"CHE","SUICIDE","WOMEN","100000PER","A","2016",5.7,
"CHE","SUICIDE","WOMEN","100000PER","A","2017",6,
"CHE","SUICIDE","WOMEN","100000PER","A","2018",6.3,
"CHE","SUICIDE","WOMEN","100000PER","A","2019",5.9,
"CHE","SUICIDE","WOMEN","100000PER","A","2020",5.9,
"TUR","SUICIDE","MEN","100000PER","A","2009",3.7,"D"
"TUR","SUICIDE","MEN","100000PER","A","2010",3.8,"D"
"TUR","SUICIDE","MEN","100000PER","A","2011",2.8,"D"
"TUR","SUICIDE","MEN","100000PER","A","2012",3.4,"D"
"TUR","SUICIDE","MEN","100000PER","A","2013",4.2,"D"
"TUR","SUICIDE","MEN","100000PER","A","2014",3.7,"D"
"TUR","SUICIDE","MEN","100000PER","A","2015",3.4,"D"
"TUR","SUICIDE","MEN","100000PER","A","2016",4.2,"D"
"TUR","SUICIDE","MEN","100000PER","A","2019",7,"D"
"TUR","SUICIDE","WOMEN","100000PER","A","2009",0.9,"D"
"TUR","SUICIDE","WOMEN","100000PER","A","2010",1.2,"D"
"TUR","SUICIDE","WOMEN","100000PER","A","2011",0.8,"D"
"TUR","SUICIDE","WOMEN","100000PER","A","2012",1.1,"D"
"TUR","SUICIDE","WOMEN","100000PER","A","2013",1.3,"D"
"TUR","SUICIDE","WOMEN","100000PER","A","2014",1.1,"D"
"TUR","SUICIDE","WOMEN","100000PER","A","2015",1,"D"
"TUR","SUICIDE","WOMEN","100000PER","A","2016",1.1,"D"
"TUR","SUICIDE","WOMEN","100000PER","A","2019",2,"D"
"GBR","SUICIDE","MEN","100000PER","A","1960",16,
"GBR","SUICIDE","MEN","100000PER","A","1961",15.7,
"GBR","SUICIDE","MEN","100000PER","A","1962",16.9,
"GBR","SUICIDE","MEN","100000PER","A","1963",16.8,
"GBR","SUICIDE","MEN","100000PER","A","1964",15.8,
"GBR","SUICIDE","MEN","100000PER","A","1965",14.6,
"GBR","SUICIDE","MEN","100000PER","A","1966",14,
"GBR","SUICIDE","MEN","100000PER","A","1967",13.6,
"GBR","SUICIDE","MEN","100000PER","A","1968",13.4,"B"
"GBR","SUICIDE","MEN","100000PER","A","1969",12.4,
"GBR","SUICIDE","MEN","100000PER","A","1970",11.1,
"GBR","SUICIDE","MEN","100000PER","A","1971",10.8,
"GBR","SUICIDE","MEN","100000PER","A","1972",10.6,
"GBR","SUICIDE","MEN","100000PER","A","1973",10.9,
"GBR","SUICIDE","MEN","100000PER","A","1974",11,
"GBR","SUICIDE","MEN","100000PER","A","1975",10.3,
"GBR","SUICIDE","MEN","100000PER","A","1976",11.1,
"GBR","SUICIDE","MEN","100000PER","A","1977",11.2,
"GBR","SUICIDE","MEN","100000PER","A","1978",11.4,
"GBR","SUICIDE","MEN","100000PER","A","1979",12.2,"B"
"GBR","SUICIDE","MEN","100000PER","A","1980",12.4,
"GBR","SUICIDE","MEN","100000PER","A","1981",12.9,
"GBR","SUICIDE","MEN","100000PER","A","1982",13.1,
"GBR","SUICIDE","MEN","100000PER","A","1983",13.1,
"GBR","SUICIDE","MEN","100000PER","A","1984",13.2,
"GBR","SUICIDE","MEN","100000PER","A","1985",13.5,
"GBR","SUICIDE","MEN","100000PER","A","1986",13.3,
"GBR","SUICIDE","MEN","100000PER","A","1987",12.6,
"GBR","SUICIDE","MEN","100000PER","A","1988",13.8,
"GBR","SUICIDE","MEN","100000PER","A","1989",12.2,
"GBR","SUICIDE","MEN","100000PER","A","1990",13.2,
"GBR","SUICIDE","MEN","100000PER","A","1991",12.9,
"GBR","SUICIDE","MEN","100000PER","A","1992",13,
"GBR","SUICIDE","MEN","100000PER","A","1993",12.5,
"GBR","SUICIDE","MEN","100000PER","A","1994",12.2,
"GBR","SUICIDE","MEN","100000PER","A","1995",12,
"GBR","SUICIDE","MEN","100000PER","A","1996",11.3,
"GBR","SUICIDE","MEN","100000PER","A","1997",11.3,
"GBR","SUICIDE","MEN","100000PER","A","1998",11.9,
"GBR","SUICIDE","MEN","100000PER","A","1999",12,
"GBR","SUICIDE","MEN","100000PER","A","2001",11.3,"B"
"GBR","SUICIDE","MEN","100000PER","A","2002",11.1,
"GBR","SUICIDE","MEN","100000PER","A","2003",10.7,
"GBR","SUICIDE","MEN","100000PER","A","2004",11,
"GBR","SUICIDE","MEN","100000PER","A","2005",10.5,
"GBR","SUICIDE","MEN","100000PER","A","2006",10.8,
"GBR","SUICIDE","MEN","100000PER","A","2007",10.2,
"GBR","SUICIDE","MEN","100000PER","A","2008",11.1,
"GBR","SUICIDE","MEN","100000PER","A","2009",11,
"GBR","SUICIDE","MEN","100000PER","A","2010",10.6,
"GBR","SUICIDE","MEN","100000PER","A","2011",11.2,
"GBR","SUICIDE","MEN","100000PER","A","2012",11.4,
"GBR","SUICIDE","MEN","100000PER","A","2013",12.3,
"GBR","SUICIDE","MEN","100000PER","A","2014",11.8,
"GBR","SUICIDE","MEN","100000PER","A","2015",11.8,
"GBR","SUICIDE","MEN","100000PER","A","2016",11.5,
"GBR","SUICIDE","MEN","100000PER","A","2017",11.2,
"GBR","SUICIDE","MEN","100000PER","A","2018",12.6,
"GBR","SUICIDE","MEN","100000PER","A","2019",13.5,
"GBR","SUICIDE","MEN","100000PER","A","2020",12.9,
"GBR","SUICIDE","WOMEN","100000PER","A","1960",8.6,
"GBR","SUICIDE","WOMEN","100000PER","A","1961",9.1,
"GBR","SUICIDE","WOMEN","100000PER","A","1962",9.7,
"GBR","SUICIDE","WOMEN","100000PER","A","1963",10,
"GBR","SUICIDE","WOMEN","100000PER","A","1964",9.9,
"GBR","SUICIDE","WOMEN","100000PER","A","1965",9.2,
"GBR","SUICIDE","WOMEN","100000PER","A","1966",9,
"GBR","SUICIDE","WOMEN","100000PER","A","1967",8.1,
"GBR","SUICIDE","WOMEN","100000PER","A","1968",7.9,"B"
"GBR","SUICIDE","WOMEN","100000PER","A","1969",7.4,
"GBR","SUICIDE","WOMEN","100000PER","A","1970",6.9,
"GBR","SUICIDE","WOMEN","100000PER","A","1971",6.9,
"GBR","SUICIDE","WOMEN","100000PER","A","1972",6.6,
"GBR","SUICIDE","WOMEN","100000PER","A","1973",6.7,
"GBR","SUICIDE","WOMEN","100000PER","A","1974",6.7,
"GBR","SUICIDE","WOMEN","100000PER","A","1975",6.4,
"GBR","SUICIDE","WOMEN","100000PER","A","1976",6.3,
"GBR","SUICIDE","WOMEN","100000PER","A","1977",6.6,
"GBR","SUICIDE","WOMEN","100000PER","A","1978",6.5,
"GBR","SUICIDE","WOMEN","100000PER","A","1979",6.9,"B"
"GBR","SUICIDE","WOMEN","100000PER","A","1980",7,
"GBR","SUICIDE","WOMEN","100000PER","A","1981",6.7,
"GBR","SUICIDE","WOMEN","100000PER","A","1982",6.3,
"GBR","SUICIDE","WOMEN","100000PER","A","1983",6.1,
"GBR","SUICIDE","WOMEN","100000PER","A","1984",6,
"GBR","SUICIDE","WOMEN","100000PER","A","1985",6,
"GBR","SUICIDE","WOMEN","100000PER","A","1986",5.1,
"GBR","SUICIDE","WOMEN","100000PER","A","1987",4.7,
"GBR","SUICIDE","WOMEN","100000PER","A","1988",4.8,
"GBR","SUICIDE","WOMEN","100000PER","A","1989",3.9,
"GBR","SUICIDE","WOMEN","100000PER","A","1990",3.9,
"GBR","SUICIDE","WOMEN","100000PER","A","1991",3.6,
"GBR","SUICIDE","WOMEN","100000PER","A","1992",3.6,
"GBR","SUICIDE","WOMEN","100000PER","A","1993",3.5,
"GBR","SUICIDE","WOMEN","100000PER","A","1994",3.3,
"GBR","SUICIDE","WOMEN","100000PER","A","1995",3.2,
"GBR","SUICIDE","WOMEN","100000PER","A","1996",3.3,
"GBR","SUICIDE","WOMEN","100000PER","A","1997",3.2,
"GBR","SUICIDE","WOMEN","100000PER","A","1998",3.3,
"GBR","SUICIDE","WOMEN","100000PER","A","1999",3.3,
"GBR","SUICIDE","WOMEN","100000PER","A","2001",3.1,"B"
"GBR","SUICIDE","WOMEN","100000PER","A","2002",3.1,
"GBR","SUICIDE","WOMEN","100000PER","A","2003",3,
"GBR","SUICIDE","WOMEN","100000PER","A","2004",3.3,
"GBR","SUICIDE","WOMEN","100000PER","A","2005",3.2,
"GBR","SUICIDE","WOMEN","100000PER","A","2006",3,
"GBR","SUICIDE","WOMEN","100000PER","A","2007",2.8,
"GBR","SUICIDE","WOMEN","100000PER","A","2008",3.1,
"GBR","SUICIDE","WOMEN","100000PER","A","2009",2.9,
"GBR","SUICIDE","WOMEN","100000PER","A","2010",3,
"GBR","SUICIDE","WOMEN","100000PER","A","2011",3,
"GBR","SUICIDE","WOMEN","100000PER","A","2012",2.9,
"GBR","SUICIDE","WOMEN","100000PER","A","2013",3,
"GBR","SUICIDE","WOMEN","100000PER","A","2014",3.3,
"GBR","SUICIDE","WOMEN","100000PER","A","2015",3.6,
"GBR","SUICIDE","WOMEN","100000PER","A","2016",3.3,
"GBR","SUICIDE","WOMEN","100000PER","A","2017",3.2,
"GBR","SUICIDE","WOMEN","100000PER","A","2018",3.8,
"GBR","SUICIDE","WOMEN","100000PER","A","2019",4,
"GBR","SUICIDE","WOMEN","100000PER","A","2020",4,
"USA","SUICIDE","MEN","100000PER","A","1960",22.7,
"USA","SUICIDE","MEN","100000PER","A","1961",22.2,
"USA","SUICIDE","MEN","100000PER","A","1962",22.8,
"USA","SUICIDE","MEN","100000PER","A","1963",22.7,
"USA","SUICIDE","MEN","100000PER","A","1964",22.2,
"USA","SUICIDE","MEN","100000PER","A","1965",22.4,
"USA","SUICIDE","MEN","100000PER","A","1966",22.1,
"USA","SUICIDE","MEN","100000PER","A","1967",21.2,
"USA","SUICIDE","MEN","100000PER","A","1968",21.2,"B"
"USA","SUICIDE","MEN","100000PER","A","1969",21.4,
"USA","SUICIDE","MEN","100000PER","A","1970",21.9,
"USA","SUICIDE","MEN","100000PER","A","1971",21.8,
"USA","SUICIDE","MEN","100000PER","A","1972",22.4,
"USA","SUICIDE","MEN","100000PER","A","1973",22.2,
"USA","SUICIDE","MEN","100000PER","A","1974",22.2,
"USA","SUICIDE","MEN","100000PER","A","1975",22.6,
"USA","SUICIDE","MEN","100000PER","A","1976",22.2,
"USA","SUICIDE","MEN","100000PER","A","1977",23.1,
"USA","SUICIDE","MEN","100000PER","A","1978",22,
"USA","SUICIDE","MEN","100000PER","A","1979",21.5,"B"
"USA","SUICIDE","MEN","100000PER","A","1980",21.3,
"USA","SUICIDE","MEN","100000PER","A","1981",21.3,
"USA","SUICIDE","MEN","100000PER","A","1982",22,
"USA","SUICIDE","MEN","100000PER","A","1983",22.2,
"USA","SUICIDE","MEN","100000PER","A","1984",22.5,
"USA","SUICIDE","MEN","100000PER","A","1985",22.8,
"USA","SUICIDE","MEN","100000PER","A","1986",23.6,
"USA","SUICIDE","MEN","100000PER","A","1987",23.5,
"USA","SUICIDE","MEN","100000PER","A","1988",22.9,
"USA","SUICIDE","MEN","100000PER","A","1989",22.6,
"USA","SUICIDE","MEN","100000PER","A","1990",23.2,
"USA","SUICIDE","MEN","100000PER","A","1991",22.9,
"USA","SUICIDE","MEN","100000PER","A","1992",22.2,
"USA","SUICIDE","MEN","100000PER","A","1993",22.4,
"USA","SUICIDE","MEN","100000PER","A","1994",22.1,
"USA","SUICIDE","MEN","100000PER","A","1995",22,
"USA","SUICIDE","MEN","100000PER","A","1996",21.4,
"USA","SUICIDE","MEN","100000PER","A","1997",20.8,
"USA","SUICIDE","MEN","100000PER","A","1998",20.6,
"USA","SUICIDE","MEN","100000PER","A","1999",19.4,"B"
"USA","SUICIDE","MEN","100000PER","A","2000",18.9,
"USA","SUICIDE","MEN","100000PER","A","2001",19.3,
"USA","SUICIDE","MEN","100000PER","A","2002",19.6,
"USA","SUICIDE","MEN","100000PER","A","2003",19.1,
"USA","SUICIDE","MEN","100000PER","A","2004",19.1,
"USA","SUICIDE","MEN","100000PER","A","2005",19.1,
"USA","SUICIDE","MEN","100000PER","A","2006",19.1,
"USA","SUICIDE","MEN","100000PER","A","2007",19.7,
"USA","SUICIDE","MEN","100000PER","A","2008",20.2,
"USA","SUICIDE","MEN","100000PER","A","2009",20.5,
"USA","SUICIDE","MEN","100000PER","A","2010",21,
"USA","SUICIDE","MEN","100000PER","A","2011",21.3,
"USA","SUICIDE","MEN","100000PER","A","2012",21.6,
"USA","SUICIDE","MEN","100000PER","A","2013",21.7,
"USA","SUICIDE","MEN","100000PER","A","2014",22.1,
"USA","SUICIDE","MEN","100000PER","A","2015",22.4,
"USA","SUICIDE","MEN","100000PER","A","2016",22.6,
"USA","SUICIDE","MEN","100000PER","A","2017",23.7,
"USA","SUICIDE","MEN","100000PER","A","2018",24.1,
"USA","SUICIDE","MEN","100000PER","A","2019",23.6,
"USA","SUICIDE","MEN","100000PER","A","2020",23,
"USA","SUICIDE","WOMEN","100000PER","A","1960",6.1,
"USA","SUICIDE","WOMEN","100000PER","A","1961",6,
"USA","SUICIDE","WOMEN","100000PER","A","1962",6.7,
"USA","SUICIDE","WOMEN","100000PER","A","1963",7.1,
"USA","SUICIDE","WOMEN","100000PER","A","1964",6.9,
"USA","SUICIDE","WOMEN","100000PER","A","1965",7.5,
"USA","SUICIDE","WOMEN","100000PER","A","1966",7.2,
"USA","SUICIDE","WOMEN","100000PER","A","1967",7.4,
"USA","SUICIDE","WOMEN","100000PER","A","1968",7.1,"B"
"USA","SUICIDE","WOMEN","100000PER","A","1969",7.6,
"USA","SUICIDE","WOMEN","100000PER","A","1970",7.8,
"USA","SUICIDE","WOMEN","100000PER","A","1971",8.1,
"USA","SUICIDE","WOMEN","100000PER","A","1972",7.9,
"USA","SUICIDE","WOMEN","100000PER","A","1973",7.6,
"USA","SUICIDE","WOMEN","100000PER","A","1974",7.5,
"USA","SUICIDE","WOMEN","100000PER","A","1975",7.7,
"USA","SUICIDE","WOMEN","100000PER","A","1976",7.5,
"USA","SUICIDE","WOMEN","100000PER","A","1977",7.5,
"USA","SUICIDE","WOMEN","100000PER","A","1978",7,
"USA","SUICIDE","WOMEN","100000PER","A","1979",6.7,"B"
"USA","SUICIDE","WOMEN","100000PER","A","1980",6,
"USA","SUICIDE","WOMEN","100000PER","A","1981",6.3,
"USA","SUICIDE","WOMEN","100000PER","A","1982",6.1,
"USA","SUICIDE","WOMEN","100000PER","A","1983",5.9,
"USA","SUICIDE","WOMEN","100000PER","A","1984",5.9,
"USA","SUICIDE","WOMEN","100000PER","A","1985",5.6,
"USA","SUICIDE","WOMEN","100000PER","A","1986",5.8,
"USA","SUICIDE","WOMEN","100000PER","A","1987",5.6,
"USA","SUICIDE","WOMEN","100000PER","A","1988",5.4,
"USA","SUICIDE","WOMEN","100000PER","A","1989",5.1,
"USA","SUICIDE","WOMEN","100000PER","A","1990",5.2,
"USA","SUICIDE","WOMEN","100000PER","A","1991",5,
"USA","SUICIDE","WOMEN","100000PER","A","1992",4.9,
"USA","SUICIDE","WOMEN","100000PER","A","1993",4.9,
"USA","SUICIDE","WOMEN","100000PER","A","1994",4.7,
"USA","SUICIDE","WOMEN","100000PER","A","1995",4.6,
"USA","SUICIDE","WOMEN","100000PER","A","1996",4.5,
"USA","SUICIDE","WOMEN","100000PER","A","1997",4.6,
"USA","SUICIDE","WOMEN","100000PER","A","1998",4.5,
"USA","SUICIDE","WOMEN","100000PER","A","1999",4.2,"B"
"USA","SUICIDE","WOMEN","100000PER","A","2000",4.1,
"USA","SUICIDE","WOMEN","100000PER","A","2001",4.2,
"USA","SUICIDE","WOMEN","100000PER","A","2002",4.4,
"USA","SUICIDE","WOMEN","100000PER","A","2003",4.3,
"USA","SUICIDE","WOMEN","100000PER","A","2004",4.7,
"USA","SUICIDE","WOMEN","100000PER","A","2005",4.5,
"USA","SUICIDE","WOMEN","100000PER","A","2006",4.7,
"USA","SUICIDE","WOMEN","100000PER","A","2007",4.9,
"USA","SUICIDE","WOMEN","100000PER","A","2008",5,
"USA","SUICIDE","WOMEN","100000PER","A","2009",5.1,
"USA","SUICIDE","WOMEN","100000PER","A","2010",5.2,
"USA","SUICIDE","WOMEN","100000PER","A","2011",5.5,
"USA","SUICIDE","WOMEN","100000PER","A","2012",5.6,
"USA","SUICIDE","WOMEN","100000PER","A","2013",5.8,
"USA","SUICIDE","WOMEN","100000PER","A","2014",6.1,
"USA","SUICIDE","WOMEN","100000PER","A","2015",6.3,
"USA","SUICIDE","WOMEN","100000PER","A","2016",6.4,
"USA","SUICIDE","WOMEN","100000PER","A","2017",6.4,
"USA","SUICIDE","WOMEN","100000PER","A","2018",6.5,
"USA","SUICIDE","WOMEN","100000PER","A","2019",6.3,
"USA","SUICIDE","WOMEN","100000PER","A","2020",5.7,
"BRA","SUICIDE","MEN","100000PER","A","1979",6.4,
"BRA","SUICIDE","MEN","100000PER","A","1980",7.6,
"BRA","SUICIDE","MEN","100000PER","A","1981",7.3,
"BRA","SUICIDE","MEN","100000PER","A","1982",7.2,
"BRA","SUICIDE","MEN","100000PER","A","1983",8,
"BRA","SUICIDE","MEN","100000PER","A","1984",8,
"BRA","SUICIDE","MEN","100000PER","A","1985",7.6,
"BRA","SUICIDE","MEN","100000PER","A","1990",7.7,
"BRA","SUICIDE","MEN","100000PER","A","1991",8.3,
"BRA","SUICIDE","MEN","100000PER","A","1992",8.2,
"BRA","SUICIDE","MEN","100000PER","A","1993",8.1,
"BRA","SUICIDE","MEN","100000PER","A","1994",8.5,
"BRA","SUICIDE","MEN","100000PER","A","1995",9.3,
"BRA","SUICIDE","MEN","100000PER","A","1996",9.4,"B"
"BRA","SUICIDE","MEN","100000PER","A","1997",9.4,
"BRA","SUICIDE","MEN","100000PER","A","1998",9.3,
"BRA","SUICIDE","MEN","100000PER","A","1999",8.5,
"BRA","SUICIDE","MEN","100000PER","A","2000",8.7,
"BRA","SUICIDE","MEN","100000PER","A","2001",9.4,
"BRA","SUICIDE","MEN","100000PER","A","2002",8.8,
"BRA","SUICIDE","MEN","100000PER","A","2003",8.9,
"BRA","SUICIDE","MEN","100000PER","A","2004",8.9,
"BRA","SUICIDE","MEN","100000PER","A","2005",9.5,
"BRA","SUICIDE","MEN","100000PER","A","2006",9.2,
"BRA","SUICIDE","MEN","100000PER","A","2007",9.3,
"BRA","SUICIDE","MEN","100000PER","A","2008",9.4,
"BRA","SUICIDE","MEN","100000PER","A","2009",9.5,
"BRA","SUICIDE","MEN","100000PER","A","2010",9.2,
"BRA","SUICIDE","MEN","100000PER","A","2011",9.5,
"BRA","SUICIDE","MEN","100000PER","A","2012",9.7,
"BRA","SUICIDE","MEN","100000PER","A","2013",9.8,
"BRA","SUICIDE","MEN","100000PER","A","2014",9.8,
"BRA","SUICIDE","MEN","100000PER","A","2015",10.2,
"BRA","SUICIDE","MEN","100000PER","A","2016",10.3,
"BRA","SUICIDE","MEN","100000PER","A","2017",10.9,
"BRA","SUICIDE","MEN","100000PER","A","2018",10.8,
"BRA","SUICIDE","MEN","100000PER","A","2019",11.1,
"BRA","SUICIDE","MEN","100000PER","A","2020",11.8,
"BRA","SUICIDE","WOMEN","100000PER","A","1979",2.4,
"BRA","SUICIDE","WOMEN","100000PER","A","1980",2.6,
"BRA","SUICIDE","WOMEN","100000PER","A","1981",2.5,
"BRA","SUICIDE","WOMEN","100000PER","A","1982",2.2,
"BRA","SUICIDE","WOMEN","100000PER","A","1983",2.6,
"BRA","SUICIDE","WOMEN","100000PER","A","1984",2.3,
"BRA","SUICIDE","WOMEN","100000PER","A","1985",2.2,
"BRA","SUICIDE","WOMEN","100000PER","A","1990",2.2,
"BRA","SUICIDE","WOMEN","100000PER","A","1991",2.2,
